"display";"code";"request_result";"examination_result";"scale";"unit_measure";"method";"specimen"
Fungus identified in Burn by Culture;"87981-7";Permintaan & Hasil;Nominal;Nom;;Culture;Luka bakar
Amoeba identified in Stool by Wet preparation;"87998-1";Permintaan & Hasil;Nominal;Nom;;Wet preparation;Feses
Kanamycin 2.5 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"88002-1";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by No addition of P-5'-P;"88112-8";Permintaan & Hasil;Quantitative;Qn;U/L;No addition of P-5'-P;Serum
Bacteria identified in Ocular fluid by Anaerobe culture;"88139-1";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Cairan mata
Bacteria identified in Ocular fluid by Aerobe culture;"88141-7";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan mata
Bacteria identified in Cornea or Conjunctiva by Aerobe culture;"88142-5";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Kornea/konjungtiva
Fungus identified in Cornea or Conjunctiva by Culture;"88143-3";Permintaan & Hasil;Nominal;Nom;;Culture;Kornea/konjungtiva
Microscopic observation [Identifier] in Ocular fluid by Acid fast stain;"88155-7";Permintaan & Hasil;Nominal;Nom;;Acid fast stain;Cairan vitreus
Acanthamoeba sp identified in Cornea or Conjunctiva by Organism specific culture;"88162-3";Permintaan & Hasil;Nominal;Nom;;Organism specific culture;Kornea/konjungtiva
ABO and Rh group [Type] in Blood;"882-1";Permintaan & Hasil;Nominal;Nom;;;Darah
Chlamydia trachomatis DNA [Presence] in Throat by NAA with probe detection;"88221-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab tenggorokan
Bacteria identified in Cerebral spinal fluid by Aerobe culture;"88236-5";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan otak
ABO group [Type] in Blood;"883-9";Permintaan & Hasil;Nominal;Nom;;;Darah
Coagulation factor IX activity actual/normal in Platelet poor plasma by Chromogenic method;"88449-4";Permintaan & Hasil;Quantitative;Qn;%;Chromo;Serum/Plasma
Cefmetazole [Susceptibility] by Minimum inhibitory concentration (MIC);"88-5";Hasil;OrdQn;OrdQn;;MIC;Isolat
Corynebacterium diphtheriae [Presence] in Upper respiratory specimen by Organism specific culture;"88584-8";Permintaan & Hasil;Ordinal;Ord;;Organism specific culture;Usap tenggorok
Shigella sp identified in Stool by Organism specific culture;"88586-3";Hasil;Nominal;Nom;;Organism specific culture;Feses
Chikungunya virus IgM Ab [Presence] in Serum or Plasma by Immunoassay;"88629-1";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Chikungunya virus IgG Ab [Presence] in Serum or Plasma by Immunoassay;"88630-9";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Microscopic observation [Identifier] in Lower respiratory specimen by KOH preparation;"88685-3";Permintaan & Hasil;Nominal;Nom;;KOH preparation;Bronkus
Fungus identified in Bronchoalveolar lavage by Culture;"88686-1";Permintaan & Hasil;Nominal;Nom;;Culture;Bronchoalveolar lavage
Fungus identified in Mouth by Culture;"88687-9";Permintaan & Hasil;Nominal;Nom;;Culture;Mulut
Moxifloxacin 0.25 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"88707-5";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection;"88719-0";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Mycobacterium tuberculosis complex DNA [Presence] in Isolate or Specimen by Molecular genetics method;"88874-3";Permintaan & Hasil;Ordinal;Ord;;Molgen;Sputum
Isavuconazole [Susceptibility];"88887-5";Permintaan & Hasil;OrdQn;OrdQn;;;Isolat
Blood group antibody screen [Presence] in Serum or Plasma;"890-4";Permintaan & Hasil;Ordinal;Ord;;;Darah
Cefmetazole [Susceptibility] by Disk diffusion (KB);"89-3";Hasil;OrdQn;OrdQn;;Agar diffusion;Isolat
MTB complex DNA and rpoB RIF resistance mutation panel [Presence];"89371-9";Permintaan;Ordinal;Ord;;;Sputum
Mycobacterium tuberculosis complex rpoB gene rifAMPin resistance mutation [Presence] by Molecular method;"89372-7";Permintaan & Hasil;Ordinal;Ord;;Molgen;Sputum
Troponin I.cardiac panel - Serum or Plasma by High sensitivity method;"89577-1";Permintaan;Quantitative;-;;High sensitivity;Serum
Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method;"89579-7";Hasil;Quantitative;Qn;ng/L;High sensitivity;Serum
Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method;"89579-7";Hasil;Quantitative;Qn;ng/L;High sensitivity;Serum
Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method;"89579-7";Hasil;Quantitative;Qn;ng/L;High sensitivity;Serum
Bacteria identified in Lower respiratory specimen by Aerobe culture;"89643-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Wash Bronchii
Bacteria identified in Lower respiratory specimen by Anaerobe culture;"89644-9";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Wash Bronchii
Fungus identified in Lower respiratory specimen by Culture;"89656-3";Permintaan & Hasil;Nominal;Nom;;Culture;Spesimen pernapasan bawah
Spermatozoa.excess residual cytoplasm/100 spermatozoa in Semen;"90047-2";Permintaan & Hasil;Quantitative;Qn;%;;Sperma
Neutrophils.immature/Neutrophils.total [Pure number fraction] in Blood;"90223-9";Hasil;Quantitative;Qn;"10*3/uL";;Darah
Neutrophils.immature/Neutrophils.total [Pure number fraction] in Blood;"90223-9";Hasil;Quantitative;Qn;"10*3/uL";;Darah
ST2.soluble [Mass/volume] in Serum by Immunoassay;"90239-5";Permintaan & Hasil;Quantitative;Qn;ng/mL;IA;Serum
Bacteria identified in Bile fluid by Aerobe culture;"90270-0";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan empedu
Bacteria identified in Pericardial fluid by Aerobe culture;"90271-8";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan perikardial
Bacteria identified in Catheter tip by Anaerobe culture;"90273-4";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Kateter
Bacteria identified in Catheter tip by Aerobe culture;"90274-2";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Kateter
Bacteria identified in Semen by Anaerobe culture;"90276-7";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Semen
Bacteria identified in Peritoneal dialysis fluid by Anaerobe culture;"90277-5";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Cairan peritoneal dialisis
Bacteria identified in Synovial fluid by Aerobe culture;"90278-3";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan sinovial
Bacteria identified in Semen by Aerobe culture;"90279-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Semen
Bacteria identified in Peritoneal dialysis fluid by Aerobe culture;"90280-9";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan peritoneal dialisis
Bacteria identified in Peritoneal fluid by Aerobe culture;"90281-7";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan peritoneal
Entamoeba histolytica Ab [Presence] in Serum by Immunoassay;"90297-3";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Blood group antibody screen [Presence] in Serum or Plasma by RESt absorption;"903-5";Hasil ;Ordinal ;Ord;;RESt absorption;Serum/Plasma 
Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma;"90364-1";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma;"90364-1";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma;"90364-1";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Dengue virus NS1 Ag [Presence] in Serum or Plasma by Immunoassay;"91064-6";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:1 addition of normal plasma;"91119-8";Permintaan & Hasil;Quantitative;Qn;s;Coag;Serum/Plasma
Myelin oligodendrocyte glycoprotein Ab [Presence] in Serum by Cell binding immunofluorescent assay;"91545-4";Permintaan & Hasil;Ordinal ;Ord;;CBA IFA;Serum 
Mycobacterium tuberculosis DNA [Presence] in Aspirate by NAA with probe detection;"91763-3";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Biopsi
Neisseria gonorrhoeae [Presence] in Aspirate by Organism specific culture;"91781-5";Permintaan & Hasil;Ordinal;Ord;;Organism specific culture;Aspirat
Fungus identified in Upper respiratory specimen by Culture;"91812-8";Permintaan & Hasil;Nominal;Nom;;Culture;Spesimen pernapasan atas
Bacteria identified in Upper respiratory specimen by Anaerobe culture;"91818-5";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Sputum
Bacteria identified in Upper respiratory specimen by Aerobe culture;"91819-3";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Spesimen pernapasan atas
Bacteria identified in Genital specimen by Anaerobe culture;"91865-6";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Genital
Bacteria identified in Mouth by Aerobe culture;"91866-4";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Mulut
Urine output --post void;"9197-5";Hasil;Quantitative;Qn;mL;;Urine
Mycoplasma pneumoniae DNA [Presence] in Respiratory specimen by NAA with probe detection;"92126-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Sputum
Chlamydophila pneumoniae DNA [Presence] in Respiratory specimen by NAA with probe detection;"92133-8";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Sputum
Human bocavirus 1+2+3 DNA [Presence] in Respiratory specimen by NAA with probe detection;"92135-3";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Legionella pneumophila DNA [Presence] in Respiratory specimen by NAA with probe detection;"92145-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Cotinine [Mass/volume] in Urine by Confirmatory method;"92643-6";Permintaan & Hasil;Quantitative;Qn;ng/mL;Confirm;Urine
Hepatitis C virus genotype in Serum or Plasma by Sequencing;"92731-9";Permintaan & Hasil;Nominal;Nom;;Sequencing;Serum
Insulin resistance score in Serum by Calculated.CardioIQ;"92845-7";Permintaan & Hasil;Quantitative;Qn;{score};Calculated.CardioIQ;Serum
Fetal Chromosome region 11q23 deletion [Presence] based on Plasma cell-free DNA by Sequencing;"92899-4";Permintaan & Hasil;Ordinal;Ord;;Sequencing;Darah
Fetal Chromosome region 4p16 deletion [Presence] based on Plasma cell-free DNA by Sequencing;"92900-0";Permintaan & Hasil;Ordinal;Ord;;Sequencing;Darah
Fetal Chromosome region 8q24 deletion [Presence] based on Plasma cell-free DNA by Sequencing;"92902-6";Permintaan & Hasil;Ordinal;Ord;;Sequencing;Darah
Fetal Chromosome region 15q11 deletion [Presence] based on Plasma cell-free DNA by Sequencing;"92903-4";Permintaan & Hasil;Ordinal;Ord;;Sequencing;Darah
Base excess in Arterial blood by calculation;"9314";Hasil ;Quantitative;Qn;mmol/L;Calculated;Darah arteri 
Albumin/Creatinine [Mass Ratio] in Urine;"9318-7";Permintaan & Hasil;Quantitative;Qn;ug/mg{creat};;Urine
Rheumatoid factor IgM [Units/volume] in Serum by Immunoassay;"9338-5";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
Rheumatoid factor IgM [Units/volume] in Serum by Immunoassay;"9338-5";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
NMDAR subunit 1 Ab [Presence] in Serum by Cell binding immunofluorescent assay;"93870-4";Permintaan & Hasil;Ordinal;Ord;;CBA IFA;Serum
Color of Stool;"9397-1";Hasil;Nominal;Nom;;;Feses
Chikungunya virus IgG Ab [Presence] in Serum or Plasma;"93979-3";Permintaan & Hasil;Ordinal;Ord;;;Serum
Chikungunya virus IgG Ab [Presence] in Serum or Plasma;"93979-3";Permintaan & Hasil;Ordinal;Ord;;;Serum
Adenosine deaminase [Enzymatic activity/volume] in Body fluid;"9404-5";Permintaan & Hasil;Quantitative;Qn;U/L;;Cairan tubuh
Adenosine deaminase [Enzymatic activity/volume] in Body fluid;"9404-5";Permintaan & Hasil;Quantitative;Qn;U/L;;Cairan tubuh
Albumin/Globulin [Mass Ratio] in Urine;"9405-2";Hasil;Quantitative;Qn;{ratio};;Urine
Albumin/Globulin [Mass Ratio] in 24 hour Urine;"9406-0";Hasil;Quantitative;Qn;{ratio};;Urine 24 jam
Alpha 1 antitrypsin [Mass/volume] in Stool;"9407-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Feses
Epstein Barr virus early diffuse IgA Ab [Units/volume] in Serum or Plasma by Immunoassay;"94102-1";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
Clarity of Body fluid;"94127-8";Hasil;Nominal;Nom;;;Cairan tubuh
Clarity of Body fluid;"94127-8";Hasil;Nominal;Nom;;;Cairan empedu
Clarity of Body fluid;"94127-8";Hasil;Nominal;Nom;;;Cairan pleura
Clarity of Body fluid;"94127-8";Hasil;Nominal;Nom;;;Cairan perikardial
Clarity of Body fluid;"94127-8";Hasil;Nominal;Nom;;;Cairan sendi
Platelet aggregation [Interpretation] in Platelet rich plasma;"94187-2";Hasil;Nominal;Nom;;;Serum/Plasma
Platelet aggregation [Interpretation] in Platelet rich plasma;"94187-2";Hasil;Nominal;Nom;;;Serum/Plasma
SARS-CoV-2 (COVID-19) N gene [Cycle Threshold #] in Specimen by Nucleic acid amplification using CDC primer-probe set N1;"94311-8";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar.CDC primer-probe set N1;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) N gene [Cycle Threshold #] in Specimen by Nucleic acid amplification using CDC primer-probe set N2;"94312-6";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar.CDC primer-probe set N2;Swab Naso & Orofaring
Casts [#/area] in Urine sediment by Microscopy high power field;"9439-1";Hasil;Quantitative;Qn;/[HPF];Microscopy.light.HPF;Urine
SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection;"94500-6";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Sputum
SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection;"94500-6";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94505-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94505-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94505-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94505-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94505-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;"94506-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;"94506-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;"94506-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;"94506-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgM Ab [Units/volume] in Serum or Plasma by Immunoassay;"94506-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay;"94507-1";Permintaan & Hasil;Ordinal;Ord;;IA.rapid;Plasma
SARS-CoV-2 (COVID-19) IgM Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay;"94508-9";Permintaan & Hasil;Ordinal;Ord;;IA.rapid;Plasma
SARS-CoV-2 (COVID-19) N gene [Cycle Threshold #] in Specimen by NAA with probe detection;"94510-5";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Sputum
SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection;"94533-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Sputum
SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory specimen by NAA with probe detection;"94534-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab Naso & Orofaring
Hemoglobin panel - Blood by HPLC;"94537-8";Permintaan;;-;;HPLC;Darah
Microscopic observation [Identifier] in Skin by Acid fast stain;"94543-6";Hasil;Nominal;Nom;;Acid fast stain;Preparat Lepra
SARS-CoV-2 (COVID-19) IgG+IgM Ab [Presence] in Serum or Plasma by Immunoassay;"94547-7";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Soluble CD14 subtype [Mass/volume] in Serum, Plasma or Blood by Immunoassay;"94554-3";Permintaan & Hasil;Quantitative;Qn;ng/L;IA;Darah
SARS-CoV-2 (COVID-19) ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection;"94559-2";Hasil;Ordinal;Ord;;Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay;"94563-4";Permintaan & Hasil;Ordinal;Ord;;IA;Plasma
SARS-CoV-2 (COVID-19) IgM Ab [Presence] in Serum or Plasma by Immunoassay;"94564-2";Permintaan & Hasil;Ordinal;Ord;;IA;Plasma
SARS-CoV-2 (COVID-19) S gene [Presence] in Respiratory specimen by NAA with probe detection;"94640-0";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) S gene [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94642-6";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) ORF1ab region [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94644-2";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) ORF1ab region [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94644-2";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RdRp gene [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94646-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
Benzene [Mass/volume] in Urine;"9465-6";Permintaan & Hasil;;Qn;ug/mL;;Urine
Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine and Cystatin C-based formula (CKD-EPI);"94677-2";Permintaan & Hasil;Quantitative;Qn;mL/min/{1.73_m2};Creatinine and Cystatin C-based formula (CKD-EPI);Serum
Beta globulin [Mass/time] in 24 hour Urine by Electrophoresis;"94714-3";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Electrophoresis;Urine 24 jam
Gamma globulin [Mass/time] in 24 hour Urine by Electrophoresis;"94715-0";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Electrophoresis;Urine 24 jam
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) RNA [Cycle Threshold #] in Respiratory specimen by NAA with probe detection;"94745-7";Hasil;Quantitative;Qn;{Ct_value};Probe.amp.tar;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N1;"94756-4";Hasil;Ordinal;Ord;;Probe.amp.tar.CDC primer-probe set N1;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N2;"94757-2";Hasil;Ordinal;Ord;;Probe.amp.tar.CDC primer-probe set N2;Swab Naso & Orofaring
SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;"94769-7";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;"94769-7";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;"94769-7";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;"94769-7";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
SARS-CoV-2 (COVID-19) Ab [Units/volume] in Serum or Plasma by Immunoassay;"94769-7";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;IA;Serum
Microscopic observation [Presence] in Sputum by Acid fast stain --2nd specimen;"94856-2";Permintaan & Hasil;Nominal;Ord;;Acid fast stain;Sputum
Microscopic observation [Presence] in Sputum by Acid fast stain --3rd specimen;"94857-0";Permintaan & Hasil;Nominal;Ord;;Acid fast stain;Sputum
Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma by Immunoassay;"94874-5";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
C peptide [Mass/volume] in Serum or Plasma --2 hours post meal;"95084-0";Hasil;Quantitative;Qn;ng/mL;;Serum
Insulin [Units/volume] in Serum or Plasma --2 hours post meal;"95114-5";Permintaan & Hasil;Quantitative;Qn;u[IU]/mL;;Serum
