No,Permintaan/Hasil,Tipe hasil pemeriksaan,LOINC Code,Nama Pemeriksaan,Answer List ,Code,Code System ,Keterangan 
2057,Permintaan & Hasil,Ordinal ,X099303,Tramadol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2058,Permintaan & Hasil,Ordinal ,X099304,Carisoprodol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2059,Permintaan & Hasil,Ordinal ,X099305,Carisoprodol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2060,Permintaan & Hasil,Ordinal ,X099306,Kratom (Mytragynine) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2061,Permintaan & Hasil,Ordinal ,X099307,Kratom (Mytragynine) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2062,Permintaan & Hasil,Ordinal ,X099308,Methylenedioxymethamphetamine(MDMA) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2063,Permintaan & Hasil,Ordinal ,X099309,Buprenorphine Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2064,Permintaan & Hasil,Ordinal ,X099310,Buprenorphine Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2065,Permintaan & Hasil,Ordinal ,X099311,Fentanil Konfirmasi,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2066,Permintaan & Hasil,Ordinal ,3389-4,Benzodiazepin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2067,Permintaan & Hasil,Ordinal ,40415-2,Benzodiazepin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2068,Permintaan & Hasil,Ordinal ,66127-2,Amfetamin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2069,Permintaan & Hasil,Ordinal ,40529-0,Amfetamin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2070,Permintaan & Hasil,Ordinal ,3777-0,Metamfetamin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2071,Permintaan & Hasil,Ordinal ,40652-0,Metamfetamin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2072,Permintaan & Hasil,Ordinal ,8171-1,Canabis Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2073,Permintaan & Hasil,Ordinal ,26764-1,Canabis Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2074,Permintaan & Hasil,Ordinal ,8190-1,Cocain Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2075,Permintaan & Hasil,Ordinal ,41021-7,Cocain Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2076,Permintaan & Hasil,Ordinal ,8218-0,Opiat Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2077,Permintaan & Hasil,Ordinal ,40528-2,Opiat Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2078,Permintaan & Hasil,Ordinal ,17290-8,Morfin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2079,Permintaan & Hasil,Ordinal ,40384-0,Morfin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2080,Permintaan & Hasil,Ordinal ,47411-4,Metadon Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2081,Permintaan & Hasil,Ordinal ,73727-0,Metadon Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2082,Permintaan & Hasil,Ordinal ,3376-1,Barbiturat Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2083,Permintaan & Hasil,Ordinal ,40413-7,Barbiturat Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2084,Permintaan & Hasil,Ordinal ,61128-5,Kotinin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2085,Permintaan & Hasil,Ordinal ,40355-0,Kotinin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2086,Permintaan & Hasil,Ordinal ,8235-4,Fensiklidin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2087,Permintaan & Hasil,Ordinal ,40394-9,Fensiklidin Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2088,Permintaan & Hasil,Ordinal ,67126-3,Canabis Sintetis Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2089,Permintaan & Hasil,Ordinal ,17718-8,Tramadol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2090,Permintaan & Hasil,Ordinal ,58426-8,Carisoprodol Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2091,Permintaan & Hasil,Ordinal ,73995-3,Kratom (Mytragynine) Konfirmasi,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2092,Permintaan & Hasil,Ordinal ,19569-3,Methylenedioxymethamphetamine(MDMA) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2093,Permintaan & Hasil,Ordinal ,40493-9,Methylenedioxymethamphetamine(MDMA) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2094,Permintaan & Hasil,Ordinal ,16208-1,Buprenorphine Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2095,Permintaan & Hasil,Ordinal ,16207-3,Petidin (Meperidine) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2096,Permintaan & Hasil,Ordinal ,3744-0,Petidin (Meperidine) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2097,Permintaan & Hasil,Ordinal ,73729-6,Petidin (Meperidine) Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2098,Permintaan & Hasil,Ordinal ,40839-3,Fentanil Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2099,Permintaan & Hasil,Ordinal ,29356-3,Fentanil Konfirmasi ,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2100,Hasil,Quantitative,704-7,Basofil,,,,
2101,Permintaan & Hasil,Quantitative,711-2,Eosinofil,,,,
2102,Hasil,Quantitative,751-8,Neutrofil,,,,
2103,Hasil,Quantitative,731-0,Limfosit,,,,
2104,Hasil,Quantitative,742-7,Monosit,,,,
2105,Permintaan,Quantitative,34543-9,Bilirubin Lengkap,,,,
2106,Permintaan,Quantitative,X099312,Widal,,,,
2107,Hasil ,Quantitative,X099313,Mielosit Basofil,,,,
2108,Hasil ,Quantitative,X099314,Metamielosit Basofil,,,,
2109,Hasil ,Quantitative,11115-3,Staff Neutrofil,,,,
2110,Hasil ,Quantitative,11106-2,Staff Eosinofil,,,,
2111,Hasil ,Quantitative,11105-4,Staff Basofil,,,,
2112,Permintaan & Hasil,Quantitative,2340-8,Glukosa Darah + Reduksi,,,,
2113,Hasil ,Ordinal,X099315,Amonia,Present,LA9633-4,http://loinc.org,
,,,,,Absent,LA9634-2,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
2114,Hasil ,Ordinal,X099316,Respiratory Index (RI)  ,High ,LA9193-9,http://loinc.org,
,,,,,Medium ,LA8982-6,http://loinc.org,
,,,,,Low,LA9194-7,http://loinc.org,
2115,Permintaan & Hasil,Quantitative,2965-2,Kepekatan Urine,,,,
2116,Permintaan & Hasil,Quantitative,X099317,Test Kehamilan Dengan Pengenceran,,,,
2117,Permintaan & Hasil,Quantitative,X099318,Test Kehamilan (Titer),,,,
2118,Permintaan & Hasil,Ordinal,55221-6,Karbohidrat,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2119,Hasil ,Ordinal,X099319,Protein,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2120,Hasil ,Ordinal,X099320,Sudan III,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2121,Hasil ,Quantitative,10621-1,Kepala,,,,
2122,Hasil ,Quantitative,10608-8,Cytopl. drop Abnormal,,,,
2123,Hasil ,Ordinal,98021-9,Transudat Eksudat,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2124,Hasil ,Quantitative,26454-9,Eritrosit,,,,
2125,Hasil ,Ordinal,X099321,Warm Aglutinin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2126,Permintaan & Hasil,Quantitative,5902-2,Plasma Prothrombin Time (PPT),,,,
2127,Permintaan & Hasil,Quantitative,3173-2,Partial Thromboplastin Time (PTTK),,,,
2128,Permintaan & Hasil,Quantitative,3780-4,Metamphetamin,,,,
2129,Permintaan & Hasil,Quantitative,19570-1,MDMA,,,,
2130,Permintaan & Hasil,Nominal,X099322,Lithium,Normal ,LA6626-1,http://loinc.org,
,,,,,High ,LA9193-9,http://loinc.org,
,,,,,Low,LA9194-7,http://loinc.org,
2131,Hasil ,Quantitative,90223-9,IT Ratio,,,,
2132,Permintaan & Hasil,Quantitative,46423-0,HDW,,,,
2133,Hasil ,Ordinal ,34167-7,Large Platelet,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2134,Hasil ,Quantitative,11113-8,Myeloblast,,,,
2135,Hasil ,Quantitative,50724-4,Limfoblast,,,,
2136,Hasil ,Quantitative,11121-1,Pro-limfosit,,,,
2137,Permintaan & Hasil,Quantitative,1996-8,Kalsium total,,,,
2138,Permintaan & Hasil,Quantitative,2601-3,Ion Magnesium (Mg),,,,
2139,Permintaan & Hasil,Quantitative,32132-3,Laktat AGD,,,,
2140,Permintaan & Hasil,Quantitative,32133-1,Laktat AGD,,,,
2141,Permintaan & Hasil,Quantitative,14920-3,Free T4,,,,
2142,Permintaan & Hasil,Quantitative,83088-5,Kortisol,,,,
2143,Permintaan & Hasil,Ordinal,23200-9,IgG Anti Leptospira,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2144,Hasil ,Quantitative,26518-1,Hitung Jenis PMN,,,,
2145,Hasil ,Quantitative,26493-7,Hitung Jenis Sel MN,,,,
2146,Permintaan & Hasil,Quantitative,2351-5,Glukosa Urin 24 Jam,,,,
2147,Permintaan & Hasil,Quantitative,30313-1,Hb,,,,
2148,Permintaan & Hasil,Quantitative,32354-3,Hct,,,,
2149,Permintaan & Hasil,Quantitative,30350-3,Hb,,,,
2150,Permintaan & Hasil,Quantitative,41654-5,Hct,,,,
2151,Permintaan & Hasil,Quantitative,2746-6,pH,,,,
2152,Permintaan & Hasil,Quantitative,2021-4,pCO2,,,,
2153,Permintaan & Hasil,Quantitative,2705-2,pO2,,,,
2154,Permintaan & Hasil,Quantitative,14627-4,HCO3,,,,
2155,Permintaan & Hasil,Quantitative,48391-7,tCO2,,,,
2156,Hasil ,Quantitative,1927-3,Actual BE (Blood),,,,
2157,Hasil ,Quantitative,19237-7,Standard BE (ecf),,,,
2158,Hasil ,Quantitative,19232-8,SBC,,,,
2159,Permintaan & Hasil,Quantitative,2711-0,Saturasi O2,,,,
2160,Permintaan & Hasil,Quantitative,2600-5,Mg Ion,,,,
2161,Permintaan & Hasil,Quantitative,41652-9,Glukosa Darah,,,,
2162,Permintaan & Hasil,Quantitative,39791-9,Natrium,,,,
2163,Permintaan & Hasil,Quantitative,39789-3,Kalium,,,,
2164,Permintaan & Hasil,Quantitative,41649-5,Chlorida,,,,
2165,Hasil ,Quantitative,2714-4,02Hb,,,,
2166,Hasil ,Quantitative,2030-5,COHb,,,,
2167,Hasil ,Quantitative,2615-3,MetHb,,,,
2168,Hasil ,Quantitative,19225-2,RHb (HHb),,,,
2169,Permintaan & Hasil,Quantitative,30313-1,Hb,,,,
2170,Permintaan & Hasil,Quantitative,32354-3,Hct,,,,
2171,Permintaan & Hasil,Quantitative,2744-1,Ph,,,,
2172,Permintaan & Hasil,Quantitative,2019-8,pCO2,,,,
2173,Permintaan & Hasil,Quantitative,2703-7,pO2,,,,
2174,Permintaan & Hasil,Quantitative,1960-4,HCO3,,,,
2175,Permintaan & Hasil,Quantitative,2026-3,pCO2,,,,
2176,Hasil ,Quantitative,1925-7,Actual BE (Blood),,,,
2177,Hasil ,Quantitative,19235-1,Standard BE (ecf),,,,
2178,Hasil ,Quantitative,19230-2,SBC,,,,
2179,Permintaan & Hasil,Quantitative,2708-6,Saturasi O2,,,,
2180,Permintaan & Hasil,Quantitative,34581-9,Ca Ion,,,,
2181,Permintaan & Hasil,Quantitative,39481-7,Glukosa Darah,,,,
2182,Permintaan & Hasil,Quantitative,32717-1,Natrium,,,,
2183,Permintaan & Hasil,Quantitative,32713-0,Kalium,,,,
2184,Permintaan & Hasil,Quantitative,41650-3,Klorida,,,,
2185,Permintaan & Hasil,Quantitative,73572-0,Magnesium Ion,,,,
2186,Permintaan & Hasil,Quantitative,15200-9,Osmolalitas Cairan,,,,
2187,Permintaan & Hasil,Quantitative,60017-1,LDH,,,,
2188,Permintaan & Hasil,Quantitative,60021-3,LDH ,,,,
2189,Permintaan & Hasil,Quantitative,60018-9,LDH ,,,,
2190,Permintaan & Hasil,Quantitative,60020-5,LDH ,,,,
2191,Permintaan & Hasil,Quantitative,68452-2,LDH ,,,,
2192,Permintaan & Hasil,Quantitative,2344-0,Glukosa,,,,
2193,Permintaan & Hasil,Quantitative,33405-2,Glukosa,,,,
2194,Permintaan & Hasil,Quantitative,2347-3,Glukosa,,,,
2195,Permintaan & Hasil,Quantitative,2348-1,Glukosa,,,,
2196,Permintaan & Hasil,Quantitative,2346-5,Glukosa,,,,
2197,Permintaan & Hasil,Quantitative,2885-2,Protein,,,,
2198,Permintaan & Hasil,Quantitative,14805-6,LDH,,,,
2199,Permintaan & Hasil,Quantitative,2345-7,Glukosa,,,,
2200,Hasil ,Quantitative,34980-3,Volume,,,,
2201,Permintaan & Hasil,Quantitative,74774-1,Glukosa serum,,,,
2202,Permintaan & Hasil,Quantitative,1751-7,Albumin (serum),,,,
2203,Permintaan & Hasil,Quantitative,2885-2,Protein,,,,
2204,Permintaan & Hasil,Quantitative,14805-6,L.D.H,,,,
2205,Permintaan & Hasil,Quantitative,74774-1,Glukosa,,,,
2206,Permintaan & Hasil,Quantitative,9619-8,Trigliserid Cairan Pleura,,,,
2207,Permintaan & Hasil,Quantitative,2571-8,Trigliserid Darah,,,,
2208,Permintaan & Hasil,Quantitative,14447-7,Trigliserid Cairan Peritoneal,,,,
2209,Permintaan & Hasil,Quantitative,2885-2,Protein (serum),,,,
2210,Permintaan & Hasil,Quantitative,14805-6,L.D.H (serum),,,,
2211,Permintaan & Hasil,Quantitative,74774-1,Glukosa (serum),,,,
2212,Permintaan & Hasil,Quantitative,8302-2,Tinggi Badan,,,,
2213,Permintaan & Hasil,Quantitative,14338-8,Pre-Albumin,,,,
2214,Permintaan & Hasil,Quantitative,53061-8,Keton (POCT),,,,
2215,Hasil ,Nominal,65761-9,Lymphosit Subset,Lymphocytes CD 3 %,X099400,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Lymphocytes CD 3 absolute counts,X099401,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Lymphycytes CD 4 %,X099402,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Lymphocytes CD 4 absolute counts,X099403,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Lymphocytes CD 8 %,X099404,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Lymphocytes CD 8 absolute counts,X099405,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,B cells CD19 %,X099406,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,B cells absolute counts,X099407,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,NK cells %,X099408,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,NK cells absolute counts,X099409,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
2216,Hasil ,Nominal,903-5,Screening Ab Eritrosit,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2217,Permintaan & Hasil,Quantitative,33509-1,Hb Cairan,,,,
2218,Permintaan & Hasil,Quantitative,11153-4,Hct Cairan,,,,
2219,Hasil ,Quantitative,26444-0,Basofil Absolut,,,,
2220,Permintaan & Hasil,Quantitative,26449-9,Eosinofil Absolut,,,,
2221,Hasil ,Quantitative,26499-4,Neutrofil Absolut,,,,
2222,Hasil ,Quantitative,26474-7,Limfosit Absolut,,,,
2223,Hasil ,Quantitative,26484-6,Monosit Absolut,,,,
2224,Permintaan & Hasil,Ordinal ,24375-8,Antibodi Trombosit,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2225,Hasil ,Quantitative,5955-0,Kontrol Thrombin Time,,,,
2226,Permintaan & Hasil,Quantitative,80658-8,ACT,,,,
2227,Permintaan,-,48805-6,Agregasi Spontan,,,,
2228,Hasil ,Quantitative,5992-3,Agregasi Spontan,,,,
2229,Permintaan & Hasil,Quantitative,X099399,Agregasi + 1uM ADP,,,,
2230,Permintaan & Hasil,Quantitative,78519-6,Agregasi + 2uM ADP,,,,
2231,Permintaan & Hasil,Quantitative,78522-0,Agregasi + 5uM ADP,,,,
2232,Permintaan & Hasil,Quantitative,79188-9,Agregasi + 10uM ADP,,,,
2233,Hasil ,Nom,94187-2,Kesan Agregasi Trombosit,Low,LA9194-7,http://loinc.org,
,,,,,High,LA9193-9,http://loinc.org,
,,,,,Normal,LA6626-1,http://loinc.org,
2234,Hasil ,Quantitative,46424-8,H (Hemolisis),,,,
2235,Hasil ,Quantitative,46426-3,I (Icterus),,,,
2236,Hasil ,Quantitative,46425-5,L (Lipemia),,,,
2237,Permintaan & Hasil,Quantitative,X099323,Plasma Pasien + Plasma Normal (tanpa inkubasi),,,,
2238,Permintaan & Hasil,Quantitative,X099324,"Plasma Pasien + Plasma Normal (inkubasi 37ºC, 2jam)",,,,
2239,Permintaan & Hasil,Quantitative,X099325,Selisih APTT Pasien dengan kontrol normal,,,,
2240,Permintaan & Hasil,Quantitative,X099326,Selisih APTT Pasien dengan APTT mixing tanpa inkubasi,,,,
2241,Permintaan & Hasil,Quantitative,X099327,Selisih APTT Pasien dengan APTT mixing dengan inkubasi,,,,
2242,Permintaan & Hasil,Quantitative,X099328,Hasil 50% dari selisih APTT Pasien dengan kontrol normal,,,,
2243,Permintaan & Hasil,Quantitative,X099329,AaDO2,,,,
2244,Permintaan & Hasil,Quantitative,X099330,a/AO2,,,,
2245,Permintaan & Hasil,Quantitative,X099331,AaDO2 (t),,,,
2246,Permintaan & Hasil,Quantitative,X099332,a/AO2 (t),,,,
2247,Permintaan & Hasil,Quantitative,X099333,PAO2 (t),,,,
2248,Permintaan & Hasil,Quantitative,X099334,RI (t),,,,
2249,Permintaan & Hasil,Quantitative,X099335,BEact,,,,
2250,Permintaan & Hasil,,X099336,Jenis Sampel,,,,
2251,Permintaan & Hasil,Quantitative,X099337,Temperatur,,,,
2252,Permintaan & Hasil,Quantitative,X099338,AGD Lactat,,,,
2253,Permintaan & Hasil,Quantitative,X099339,Fraksi Ekskresi Asam Urat,,,,
2254,Permintaan & Hasil,Quantitative,X099340,Natrium Cairan pleura,,,,
2255,Permintaan & Hasil,Quantitative,X099341,Kalium Cairan pleura,,,,
2256,Permintaan & Hasil,Quantitative,X099342,Cloride Cairan pleura,,,,
2257,Permintaan & Hasil,Quantitative,X099343,Natrium (Na) Cairan Perikardial,,,,
2258,Permintaan & Hasil,Quantitative,X099344,Kalium (K) Cairan Perikardial,,,,
2259,Permintaan & Hasil,Quantitative,X099345,Klorida (Cl) Cairan Perikardial,,,,
2260,Permintaan & Hasil,Quantitative,X099346,Natrium (Na) Cairan Sendi,,,,
2261,Permintaan & Hasil,Quantitative,X099347,Klorida (Cl) Cairan Sendi,,,,
2262,Permintaan & Hasil,Quantitative,X099348,Asam Urat Cairan Drain,,,,
2263,Permintaan & Hasil,Quantitative,X099349,Natrium (Na) Cairan Drain,,,,
2264,Permintaan & Hasil,Quantitative,X099350,Kalium (K) Cairan Drain,,,,
2265,Permintaan & Hasil,Quantitative,X099351,Klorida (Cl) Cairan Drain,,,,
2266,Permintaan & Hasil,Quantitative,51798-7,IgM Antibody Hepatitis E (COI),,,,
2267,Permintaan & Hasil,Quantitative,30394-1,Granulosit ,,,,
2268,Permintaan & Hasil,Quantitative,20482-6,Granulosit ,,,,
2269,Permintaan & Hasil,Quantitative,51588-2,Granulosit ,,,,
2270,Permintaan & Hasil,Quantitative,30395-8,Granulosit ,,,,
2271,Permintaan & Hasil,Quantitative,19023-1,Granulosit ,,,,
2272,Permintaan & Hasil,Ordinal ,44871-2,HIV pada anak usia <18 bulan ,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
2273,Permintaan & Hasil,Quantitative,X099416,TSH neonatus,,,,
2274,Permintaan & Hasil,Quantitative,29575-8,TSH neonatus,,,,
2275,Permintaan & Hasil,Quantitative,53340-6,17 OHP neonatus,,,,
2276,Permintaan & Hasil,Quantitative,53340-6,17 OHP neonatus,,,,
2277,Permintaan & Hasil,Quantitative,14569-8,17 OHP konfirmasi ,,,,
2278,Permintaan & Hasil,Quantitative,53344-8,Androstenidione,,,,
2279,Permintaan & Hasil,Quantitative,14603-5,Androstenidione,,,,
2280,Permintaan & Hasil,Quantitative,53346-3,Cortisol ,,,,
2281,Permintaan & Hasil,Quantitative,14675-3,Cortisol ,,,,
2282,Permintaan & Hasil,Quantitative,53342-2,21-Deoxycortisol,,,,
2283,Permintaan & Hasil,Quantitative,X099417,G6PD neonatus,,,,
2284,Permintaan & Hasil,Quantitative,32546-4,G6PD konfirmasi,,,,
2285,Permintaan,Quantitative,53261-4,Skrining asam amino bayi baru lahir ,,,,
2286,Permintaan & Hasil,Quantitative,47539-2,3-Methylhistidine ,,,,
2287,Permintaan & Hasil,Quantitative,53232-5,5-Oxoproline+Pipecolate ,,,,
2288,Hasil ,Quantitative,53394-3,5-Oxoproline+Pipecolate/Phenylalanine ,,,,
2289,Permintaan & Hasil,Quantitative,47551-7,Alanine ,,,,
2290,Permintaan & Hasil,Quantitative,53150-9,Alanine+Beta Alanine+Sarcosine ,,,,
2291,Hasil ,Quantitative,53393-5,Alloisoleucine+Isoleucine+Leucine+Hydroxyproline+Valine/Phenylalanine+Tyrosine ,,,,
2292,Permintaan & Hasil,Quantitative,53152-5,Alloisoleucine+Isoleucine+Leucine+Hydroxyproline ,,,,
2293,Permintaan & Hasil,Quantitative,53153-3,Alloisoleucine+Isoleucine+Leucine+Hydroxyproline/Phenylalanine ,,,,
2294,Permintaan & Hasil,Quantitative,53154-1,Alloisoleucine+Isoleucine+Leucine+Hydroxyproline/Alanine ,,,,
2295,Permintaan & Hasil,Quantitative,47562-4,Arginine ,,,,
2296,Permintaan & Hasil,Quantitative,75214-7,Rasio Arginine/Ornithine ,,,,
2297,Hasil ,Quantitative,53398-4,Rasio Arginine/Phenylalanine ,,,,
2298,Permintaan & Hasil,Quantitative,53062-6,Argininosuccinate ,,,,
2299,Permintaan & Hasil,Quantitative,53200-2,Rasio Argininosuccinate/Arginine ,,,,
2300,Hasil ,Quantitative,53155-8,Asparagine+Ornithine ,,,,
2301,Hasil ,Quantitative,53395-0,Asparagine+Ornithine/Serine ,,,,
2302,Hasil ,Quantitative,53396-8,Asparagine+Ornithine/Phenylalanine ,,,,
2303,Permintaan & Hasil,Quantitative,47573-1,Aspartate ,,,,
2304,Permintaan & Hasil,Quantitative,42892-0,Citrulline ,,,,
2305,Hasil ,Quantitative,54092-2,Rasio Citrulline/Arginine ,,,,
